Sales_ID,Date,Product_ID,Distributor_ID,Customer_ID,Units_Sold,Revenue,Target,Profit,Defect_Rate_%,Return_%,On_time_Delivery_%
S001131,2025-09-04,P0113,D0268,C00538,330,1324,38094,4937,7.19,0.35,84.72
S001132,2023-10-15,P0120,D0075,C00160,368,39902,25019,8467,2.16,2.04,84.43
S001133,2025-05-29,P0149,D0003,C00010,101,17988,17262,7047,3.56,3.71,91.63
S001134,2025-08-18,P0122,D0063,C00594,475,22275,3435,7001,2.47,1.28,82.14
S001135,2025-03-04,P0032,D0236,C00256,176,33061,1734,1176,6.37,4.84,82.72
S001136,2025-04-02,P0119,D0229,C00617,193,36890,33925,434,6.47,3.19,84.98
S001137,2024-07-15,P0039,D0275,C00652,453,25360,59685,6536,0.16,1.09,97.69
S001138,2025-02-10,P0012,D0018,C00714,461,16829,39072,1830,7.32,3.97,94.1
S001139,2024-07-11,P0175,D0080,C00344,301,20498,53644,5355,2.3,4.92,91.15
S001140,2025-05-18,P0018,D0215,C00536,387,12467,53406,3953,8.01,1.25,87.38
S001141,2025-05-25,P0149,D0171,C00373,273,1346,50146,1824,8.33,4.11,88.35
S001142,2024-06-06,P0141,D0255,C00435,467,14369,33759,902,7.97,4.89,83.44
S001143,2023-11-20,P0149,D0126,C00934,421,46114,8764,1011,4.08,1.1,96.81
S001144,2024-05-26,P0126,D0255,C00046,261,14997,18459,3167,3.48,1.17,83.64
S001145,2024-10-14,P0136,D0072,C00729,175,44518,6122,7121,4.35,3.59,95.21
S001146,2025-07-02,P0046,D0038,C00904,234,45349,48180,8627,5.27,4.75,84.79
S001147,2025-09-03,P0104,D0204,C00055,300,37211,31342,8287,2.5,3.48,95.13
S001148,2024-07-06,P0135,D0172,C00078,216,25686,43821,4432,9.32,2.52,86.08
S001149,2024-07-18,P0151,D0223,C00491,491,33790,41958,2115,5.04,0.53,99.63
S001150,2024-04-04,P0086,D0217,C00671,417,21200,57993,3759,0.73,4.62,98.4
S001151,2023-10-27,P0150,D0245,C00856,247,11155,24135,498,9.97,0.35,97.53
S001152,2024-09-08,P0089,D0191,C00272,21,14074,55287,4197,4.84,1.06,83.62
S001153,2025-07-23,P0022,D0298,C00660,451,19091,56525,8169,9.47,2.25,81.68
S001154,2024-01-07,P0092,D0182,C00550,324,45042,55151,115,3.9,2.5,99.28
S001155,2024-12-04,P0029,D0205,C00111,243,7715,3964,4474,2.25,0.28,88.71
S001156,2024-12-21,P0013,D0199,C00015,288,39821,26464,5570,7.37,0.41,97.52
S001157,2024-09-14,P0002,D0165,C00078,280,21199,14578,6613,4.32,0.63,89.74
S001158,2023-11-01,P0029,D0242,C00501,244,26322,47385,1676,8.81,0.2,92.98
S001159,2024-07-04,P0180,D0130,C00588,163,1514,25406,8669,4.64,4.89,95.11
S001160,2025-02-25,P0027,D0227,C00418,146,4039,38893,5274,3.38,1.19,90.69
S001161,2024-06-05,P0050,D0122,C00840,67,6861,2133,5585,9.67,4.4,98.74
S001162,2024-01-24,P0095,D0044,C00275,103,19725,38006,9671,8.3,3.92,80.96
S001163,2025-04-25,P0151,D0196,C00494,310,40104,56178,6015,2.06,3.53,96.7
S001164,2025-01-03,P0088,D0204,C00197,410,37130,6786,9045,4.89,3.29,93.76
S001165,2024-08-17,P0044,D0257,C00376,444,37258,29878,1407,1.13,2.49,86.61
S001166,2023-10-14,P0022,D0017,C00731,125,31691,56724,9950,1.08,2.82,89.4
S001167,2024-08-02,P0171,D0272,C00063,117,25532,42125,4632,8.53,4.45,89.44
S001168,2023-11-01,P0165,D0009,C00361,472,38935,15595,7206,9.32,3.89,80.86
S001169,2023-11-03,P0189,D0249,C00973,251,4178,23477,6013,7.39,1.15,90.7
S001170,2025-09-20,P0097,D0201,C00544,321,24815,12948,4874,9.89,0.52,81.32
S001171,2023-10-05,P0184,D0059,C00991,435,20708,58464,6314,0.45,1.47,90.32
S001172,2024-08-24,P0003,D0140,C00745,370,27138,53149,153,3.32,0.66,84.3
S001173,2025-07-03,P0191,D0119,C00110,226,18928,46468,5595,1.32,4.77,96.67
S001174,2024-06-24,P0118,D0041,C00677,188,23235,12403,3742,7.82,1.91,81.39
S001175,2024-07-02,P0019,D0267,C00194,187,45189,43935,179,8.9,0.87,85.9
S001176,2024-06-09,P0023,D0008,C00519,76,26101,40079,6064,4.47,3.11,88.17
S001177,2023-10-19,P0157,D0183,C00944,273,30590,36923,5709,8.29,1.99,92.04
S001178,2024-12-21,P0030,D0134,C00651,469,39940,17804,7303,8.48,1.09,99.75
S001179,2024-11-07,P0039,D0181,C00459,149,22017,10921,7523,1.4,0.29,82.59
S001180,2025-04-13,P0108,D0072,C00855,195,10941,36603,385,3.77,0.46,87.46
S001181,2024-04-04,P0111,D0113,C00799,364,26416,54515,9868,1.88,2.82,93.62
S001182,2024-03-25,P0025,D0107,C00940,284,19649,3085,9235,6.7,3.75,87.48
S001183,2024-08-13,P0128,D0290,C00301,473,46648,40837,8063,3.87,4.63,84.82
S001184,2024-09-07,P0111,D0117,C00968,44,9904,24854,8066,6.68,2.93,96.3
S001185,2023-12-16,P0136,D0120,C00568,454,42026,36153,327,8.76,3.26,83.75
S001186,2024-11-06,P0106,D0147,C00672,446,26336,27353,2076,4.13,1.21,86.73
S001187,2025-06-17,P0186,D0210,C00496,170,6260,19761,2318,9.72,1.37,84.81
S001188,2023-12-03,P0144,D0296,C00149,94,14657,29870,9812,4.09,2.09,99.21
S001189,2025-01-01,P0072,D0103,C00799,224,37959,53009,3416,2.14,4.34,96.73
S001190,2025-02-21,P0129,D0124,C00769,278,30079,13292,2084,5.29,2.18,89.22
S001191,2025-07-15,P0108,D0245,C00461,38,12381,2455,3564,3.99,1.2,96.8
S001192,2024-10-22,P0005,D0209,C00139,270,17056,59332,3823,1.25,4.6,93.65
S001193,2024-09-07,P0003,D0109,C00861,482,22283,14682,2445,0.23,2.06,87.14
S001194,2024-09-18,P0193,D0050,C00836,235,2467,14182,6700,7.44,0.4,84.19
S001195,2024-01-08,P0132,D0105,C00292,111,22236,2890,1560,9.33,2.73,87.21
S001196,2025-03-14,P0104,D0027,C00335,378,7101,48206,7613,4.4,3.13,90.36
S001197,2024-11-14,P0064,D0288,C00699,410,8547,42609,4673,0.65,4.78,84
S001198,2024-10-17,P0106,D0257,C00835,168,3760,36196,1308,7.41,4.03,85.47
S001199,2025-07-09,P0098,D0273,C00184,54,40189,7209,3895,8.67,0.51,92.94
S001200,2025-08-12,P0010,D0137,C00307,397,13648,30250,2608,3.24,2.56,94.49
S001201,2023-09-28,P0149,D0032,C00925,127,35161,52469,1767,2.22,2.17,89.12
S001202,2024-11-03,P0128,D0045,C00981,478,37461,58390,9788,3.37,1.97,99.39
S001203,2024-05-01,P0046,D0265,C00898,275,46267,32635,7839,9.08,0.7,86.1
S001204,2024-12-04,P0155,D0030,C00262,42,22762,41816,6639,4.18,1.88,98.23
S001205,2025-02-09,P0066,D0084,C00927,41,19083,57499,9723,6.54,2.35,85.49
S001206,2025-02-03,P0169,D0166,C00310,50,18504,52267,7103,0.74,1.09,94.71
S001207,2024-07-31,P0112,D0001,C00344,487,39097,8282,9221,2.82,2.88,99.97
S001208,2025-05-06,P0013,D0249,C00424,387,14065,40961,6777,2.28,1.11,96.67
S001209,2024-05-28,P0137,D0261,C00657,159,49739,16918,3512,0.63,0.61,89.51
S001210,2025-08-04,P0164,D0063,C00773,332,48124,11446,7806,1.21,4.92,82.49
S001211,2025-01-26,P0086,D0164,C00514,399,18112,17456,4409,4.17,3.44,99.33
S001212,2024-06-25,P0090,D0201,C00826,182,12696,30954,6640,5.58,2.97,94.41
S001213,2025-04-01,P0058,D0222,C00524,181,17999,4457,8883,3.12,1.64,96.76
S001214,2024-02-11,P0054,D0152,C00261,429,34138,52174,465,4.2,1.04,91.46
S001215,2024-04-18,P0012,D0132,C00362,166,40535,17296,6011,7.59,0.66,89.57
S001216,2024-11-25,P0014,D0114,C00956,232,22722,37853,2321,2.47,0.31,81.57
S001217,2024-06-01,P0121,D0217,C00169,206,31199,44037,372,0.34,3.5,81.24
S001218,2025-06-26,P0162,D0196,C00660,355,30432,41356,3721,2.57,1.38,91.64
S001219,2024-02-18,P0181,D0281,C00200,464,10139,26602,3742,9.21,1.59,83.78
S001220,2024-11-15,P0121,D0202,C00385,50,43415,47600,4685,0.18,0.8,93.5
S001221,2025-06-06,P0020,D0135,C00312,408,23715,51695,701,1.29,0.59,99.14
S001222,2025-09-16,P0075,D0234,C00582,401,28124,30192,8903,0.65,2.47,87.12
S001223,2024-08-11,P0144,D0141,C00312,146,24403,16223,7578,3.77,3.64,94.74
S001224,2025-08-28,P0070,D0196,C00566,298,3422,21880,426,6.48,4.95,98.23
S001225,2024-05-24,P0056,D0043,C00395,145,41358,39551,9998,9.1,1.7,96.87
S001226,2024-03-21,P0101,D0057,C00771,16,14455,31663,4361,7.94,3.32,81.68
S001227,2024-08-30,P0186,D0142,C00351,85,29187,11228,3027,2.51,0.58,93.55
S001228,2025-06-23,P0132,D0210,C00028,216,28122,5749,2208,6.35,2.78,86.05
S001229,2024-06-06,P0111,D0072,C00879,482,48109,6045,2064,6.64,2.59,98.06
S001230,2023-10-25,P0125,D0224,C00875,52,10532,34615,9501,0.91,0.16,83.42
S001231,2025-02-16,P0132,D0027,C00632,36,14541,27071,4559,4.27,2.41,84.45
S001232,2023-11-07,P0020,D0128,C00133,107,16481,51086,9315,3.11,2.48,89.84
S001233,2024-06-07,P0138,D0106,C00380,219,43478,35163,5401,1.57,1.86,86.61
S001234,2023-12-31,P0024,D0165,C00602,423,39593,23958,1854,0.59,2.87,87.19
S001235,2024-08-27,P0154,D0215,C00528,337,7760,17922,2181,0.27,0.23,88.49
S001236,2024-03-17,P0037,D0071,C00287,409,43919,28995,6381,8.59,4.22,82.88
S001237,2023-11-26,P0054,D0204,C00284,371,42670,58414,7965,3.31,2.6,81.92
S001238,2024-06-22,P0103,D0153,C00903,486,21954,31177,2175,4.93,0.16,83.86
S001239,2023-12-17,P0149,D0067,C00742,298,34341,31426,4128,2.92,4.92,90.68
S001240,2025-04-07,P0038,D0090,C00649,254,28419,15113,4301,1.66,1.91,88.03
S001241,2024-07-26,P0174,D0260,C00807,405,24119,58599,1356,2.61,4.93,93.28
S001242,2024-04-23,P0004,D0228,C00227,68,3222,11386,8487,1.7,0.9,93.86
S001243,2024-02-15,P0188,D0079,C00427,473,30363,1901,6070,7.58,0.15,92.61
S001244,2024-05-12,P0057,D0096,C00027,187,27273,26245,4397,9.08,3.57,84.54
S001245,2025-08-24,P0173,D0246,C00332,124,1787,19267,2256,4.35,4.73,92.45
S001246,2024-11-28,P0020,D0272,C00117,30,29365,9331,5957,8.23,0.39,91.26
S001247,2024-08-04,P0017,D0157,C00089,185,38435,52854,140,4.26,3.68,92.75
S001248,2023-12-05,P0119,D0116,C00619,289,26162,11860,8973,4.47,0.35,84.98
S001249,2025-02-08,P0071,D0018,C00733,359,12357,59790,2959,4.85,3.97,99.77
S001250,2025-03-26,P0004,D0172,C00735,474,46569,12110,2562,8.2,2.91,99.75
S001251,2023-10-29,P0014,D0016,C00122,473,28277,21543,2137,9.36,3.91,97.58
S001252,2024-06-11,P0003,D0240,C00894,53,39839,43254,1774,7.44,1.86,84.76
S001253,2024-12-09,P0080,D0056,C00866,400,21420,31393,463,8.88,4.53,95.05
S001254,2024-07-25,P0186,D0079,C00033,177,35477,59211,2618,6.43,1.51,82.51
S001255,2025-05-09,P0055,D0103,C00603,472,13167,12074,8791,8.39,1.42,98.34
S001256,2025-05-11,P0132,D0284,C00696,133,46350,30702,3153,5.57,4.8,84.48
S001257,2025-02-05,P0120,D0193,C00888,362,16590,18800,2570,7.73,0.61,88.82
S001258,2024-09-26,P0024,D0005,C00770,487,28883,12264,678,7.05,2.96,92.87
S001259,2023-10-09,P0162,D0106,C00398,77,22596,45292,8127,7.49,2.87,87.33
S001260,2025-05-21,P0158,D0278,C00525,350,2510,22347,5942,2.34,1.18,84.77
S001261,2024-05-14,P0082,D0100,C00024,60,31763,55025,1357,1.54,1.59,95.86
S001262,2023-11-10,P0147,D0238,C00325,455,23287,22505,6735,6.53,1.43,96.25
S001263,2024-02-07,P0159,D0269,C00034,367,45506,36350,3072,4.83,4.23,89.54
S001264,2024-08-14,P0188,D0086,C00247,465,15374,17742,5141,7.65,1.95,85.98
S001265,2023-12-16,P0060,D0032,C00855,311,25551,2500,6774,1.47,1.79,94.19
S001266,2024-11-17,P0147,D0051,C00019,91,24936,41887,4085,9.48,3.18,98
S001267,2024-02-08,P0049,D0079,C00030,419,29652,52090,3088,7.04,2.48,96.08
S001268,2024-12-08,P0063,D0186,C00049,453,37274,31117,1624,0.23,2.13,91.23
S001269,2024-03-29,P0110,D0174,C00939,298,4633,1814,6587,5.77,3.55,81.19
S001270,2024-03-19,P0150,D0106,C00912,325,27982,42555,5939,3.13,2.06,98.38
S001271,2023-11-29,P0152,D0063,C00180,280,18845,15539,8543,2.75,1.11,98.17
S001272,2025-01-09,P0109,D0076,C00370,199,23298,38834,5772,9.02,3.71,85.12
S001273,2024-09-13,P0076,D0081,C00884,455,7352,58570,481,8.36,0.34,93.73
S001274,2024-11-26,P0030,D0128,C01000,118,35939,12187,1904,0.1,5,87.47
S001275,2025-04-12,P0058,D0183,C00738,183,47030,53987,2087,1.82,2.98,84.4
S001276,2025-08-05,P0117,D0243,C00945,398,9594,55064,5318,7.2,1.08,80.21
S001277,2024-12-03,P0159,D0185,C00395,55,9475,7086,2742,8.48,0.99,87.3
S001278,2023-12-15,P0100,D0220,C00590,271,23499,40062,123,7.18,1.37,84.22
S001279,2023-10-10,P0192,D0071,C00496,5,42200,12510,452,5.25,4.4,80.47
S001280,2025-09-23,P0019,D0154,C00431,101,29838,15129,6316,9.85,4.13,90.53
S001281,2024-03-02,P0176,D0245,C00207,388,31447,35832,4188,7.97,0.72,84.65
S001282,2025-07-27,P0173,D0140,C00035,286,38424,52503,870,4.68,3,91.78
S001283,2024-05-07,P0094,D0071,C00762,468,11387,15200,4853,5.83,4.55,88.37
S001284,2024-01-25,P0183,D0046,C00583,53,42660,27113,5669,0.45,3.67,86.83
S001285,2025-09-04,P0113,D0047,C00413,218,3670,41132,1847,9.65,2.94,87.52
S001286,2024-11-22,P0183,D0079,C00364,329,5360,31141,9342,3.63,1.04,91.48
S001287,2024-02-01,P0146,D0149,C00310,286,36316,35132,5575,6.62,4.72,96.68
S001288,2023-12-20,P0063,D0130,C00982,492,19710,44788,721,6.67,4.46,93.39
S001289,2023-11-22,P0116,D0127,C00279,240,40814,51236,118,0.57,1.61,82.21
S001290,2025-04-05,P0113,D0119,C00152,214,35974,17650,9085,2.66,2.49,91.34
S001291,2025-08-09,P0047,D0262,C00227,104,6179,58303,3441,6.56,0.41,95.38
S001292,2024-09-30,P0057,D0244,C00243,361,16676,14408,7826,9.12,3.16,86.22
S001293,2025-08-24,P0118,D0103,C00010,364,26063,14594,2002,7.79,0.27,92.56
S001294,2025-01-03,P0045,D0037,C00829,222,6475,43230,4737,5.8,4.53,80.01
S001295,2024-08-04,P0161,D0142,C00392,340,10681,9226,2040,2.32,4.4,98.79
S001296,2024-02-03,P0145,D0037,C00048,348,7965,38649,1306,9.49,1.41,85.35
S001297,2024-10-30,P0198,D0008,C00624,189,34566,33212,7937,4.04,3.71,98.12
S001298,2023-11-16,P0004,D0231,C00204,327,28874,1067,4180,1.5,2.2,84.33
S001299,2025-08-13,P0148,D0296,C00989,324,37123,17572,264,0.22,4.23,97.92
S001300,2025-06-08,P0047,D0107,C00894,476,21313,54288,7052,9.5,0.31,91.09
S001301,2024-02-08,P0143,D0018,C00157,311,46317,46663,1311,7.78,2.53,83.65
S001302,2024-08-06,P0198,D0083,C00855,99,1859,50834,3259,2.16,1.99,86.38
S001303,2025-07-23,P0047,D0288,C00026,97,25939,14232,9773,1.42,1.3,96.6
S001304,2025-01-08,P0078,D0194,C00421,327,48102,12146,1595,9.59,1.05,99.06
S001305,2024-03-13,P0124,D0215,C00992,73,15318,36906,2519,2.41,3.38,97.53
S001306,2024-03-04,P0075,D0281,C00820,482,41456,47002,8070,4.62,1.01,97.43
S001307,2025-05-05,P0103,D0220,C00678,256,11337,43291,7784,6.11,3.16,80.09
S001308,2023-11-30,P0137,D0289,C00761,231,12023,4190,8656,0.62,1.95,88.97
S001309,2024-02-11,P0090,D0194,C00774,170,13870,34620,7304,3.44,1.21,96.74
S001310,2024-01-29,P0144,D0158,C00264,482,38790,17042,4314,9.44,3.92,80.7
S001311,2025-03-01,P0069,D0104,C00529,333,41352,8353,508,7,1.82,93.88
S001312,2024-03-17,P0061,D0034,C00588,157,40170,30645,462,3.68,0.07,90.02
S001313,2024-11-01,P0138,D0102,C00958,419,26491,24621,3540,7.92,4.26,95.81
S001314,2024-09-06,P0050,D0127,C00470,429,48620,28634,5372,8.37,1.57,85.22
S001315,2025-02-18,P0003,D0214,C00254,458,15274,26332,4518,1.52,4.11,97.64
S001316,2025-01-10,P0107,D0296,C00718,222,19158,45956,857,5.87,2.73,85.93
S001317,2024-08-26,P0113,D0179,C00546,364,20749,51846,7991,3.67,4.41,99.02
S001318,2024-07-03,P0094,D0080,C00147,346,25398,43267,7745,5.07,2.09,92.81
S001319,2025-05-29,P0118,D0141,C00326,99,16970,14930,8739,4.69,0.85,83.94
S001320,2025-07-26,P0198,D0031,C00338,220,31135,31641,2851,5.04,0.09,95.52
S001321,2023-11-30,P0081,D0063,C00740,413,9342,3595,1891,5.22,3.89,90.7
S001322,2025-01-04,P0109,D0048,C00118,244,47560,22851,7222,0.69,3.9,88.16
S001323,2024-07-28,P0051,D0087,C00165,454,41193,2218,2489,1.78,0.98,89.44
S001324,2024-09-08,P0147,D0061,C00550,259,12412,23283,5486,5.66,4.78,87.99
S001325,2025-05-14,P0170,D0274,C00911,477,36789,9675,8154,9.36,4.75,94.15
S001326,2025-02-03,P0035,D0284,C00870,441,38005,22067,7605,7.47,1.83,85.18
S001327,2024-07-02,P0046,D0080,C00808,194,40162,24831,7682,2.39,0.74,90.24
S001328,2024-02-16,P0154,D0180,C00649,375,16293,25384,390,3.62,1.42,95.11
S001329,2024-10-15,P0069,D0272,C00821,150,14194,41527,8463,3.35,4.65,82.87
S001330,2025-02-14,P0093,D0077,C00758,494,48747,29564,400,7.7,3.05,85.84
S001331,2023-10-17,P0064,D0221,C00198,367,26646,12741,8215,9.72,4.57,84.27
S001332,2024-01-15,P0165,D0282,C00374,498,29765,59465,7532,3.55,0.11,91.44
S001333,2024-12-31,P0049,D0028,C00578,155,18144,17665,3266,0.15,4.95,88.24
S001334,2024-04-02,P0149,D0077,C00592,499,38219,42589,1846,9.37,3.14,86.48
S001335,2023-12-30,P0074,D0164,C00564,22,38395,36234,8806,7.53,0.93,87.16
S001336,2023-11-08,P0192,D0009,C00129,458,36507,29894,8970,8.34,2.53,89.39
S001337,2025-01-18,P0005,D0175,C00414,116,43977,37943,5107,2.09,4.1,88.37
S001338,2023-12-19,P0100,D0076,C00380,113,22932,38689,443,6.46,0.71,94.13
S001339,2024-11-30,P0070,D0245,C00880,433,40559,44689,128,2.33,3.04,93.85
S001340,2025-01-09,P0090,D0122,C00993,211,25300,40324,7336,0.12,3.47,80.53
S001341,2024-11-15,P0004,D0185,C00001,24,24229,29040,206,1.57,2.06,94.19
S001342,2024-04-11,P0126,D0032,C00167,283,7867,52533,5911,9.23,2.71,84.44
S001343,2024-12-02,P0039,D0250,C00016,292,10108,3936,5883,2.15,4.19,88.4
S001344,2025-06-11,P0163,D0057,C00657,363,31783,26927,3460,5.85,4.76,84.45
S001345,2024-06-27,P0129,D0144,C00112,401,4943,14514,589,9.68,2.77,82.38
S001346,2024-08-18,P0024,D0084,C00368,56,16523,44265,3860,0.76,3.51,91.68
S001347,2024-06-05,P0057,D0056,C00102,266,37228,57058,8248,8.08,1.61,99.01
S001348,2024-08-26,P0100,D0279,C00594,54,2492,45398,8569,5.98,1.67,87.44
S001349,2025-06-12,P0070,D0273,C00406,337,37389,24697,4176,3.23,4.44,93.57
S001350,2025-08-12,P0041,D0166,C00982,108,9918,26412,6059,3.64,0.49,89.06
S001351,2025-09-13,P0182,D0158,C00507,202,47610,7139,9665,0.27,1.03,83.63
S001352,2024-03-10,P0174,D0249,C00611,202,46821,53601,8919,2.56,1.35,98.42
S001353,2024-05-30,P0060,D0186,C00671,422,27185,47520,2795,4.23,0.47,88.99
S001354,2024-02-28,P0108,D0078,C00040,337,22402,57726,9462,7.17,3.34,80.17
S001355,2025-03-31,P0188,D0022,C00667,383,30324,15098,777,2.75,4.53,89.13
S001356,2023-11-13,P0057,D0108,C00548,474,30576,11258,5911,5.8,0.13,80.12
S001357,2024-09-25,P0031,D0273,C00381,218,32760,20385,3501,7.32,1.26,95.88
S001358,2023-10-14,P0084,D0252,C00759,243,24134,39767,2542,6.99,4.6,87.36
S001359,2024-04-09,P0152,D0015,C00516,354,22225,6074,654,5.9,2.33,92.29
S001360,2025-09-07,P0036,D0160,C00497,388,10131,26008,9094,5.8,4.43,95.33
S001361,2025-01-01,P0158,D0205,C00886,178,31505,22932,1262,7.21,4.72,80.55
S001362,2025-08-23,P0152,D0113,C00965,475,2268,21731,523,3.36,4.95,90.36
S001363,2025-08-10,P0108,D0168,C00281,61,43450,39887,9568,4.5,1.98,92.76
S001364,2024-10-10,P0106,D0253,C00351,405,6561,14083,8707,9.66,1.71,89.42
S001365,2025-03-12,P0158,D0186,C00334,36,30113,12825,2105,6.69,3.74,86.13
S001366,2025-04-27,P0086,D0227,C00926,358,12271,8050,2963,5.2,2.97,89.26
S001367,2024-02-03,P0135,D0016,C00943,46,38422,23326,2112,5.78,3.3,87.86
S001368,2024-06-23,P0163,D0156,C00761,95,8512,32368,4409,1.04,2.66,92.23
S001369,2025-09-14,P0183,D0111,C00524,327,3800,12149,6681,5.92,2.57,89.38
S001370,2023-12-06,P0014,D0001,C00283,44,32620,44745,7747,8.36,1.57,82.6
S001371,2024-02-04,P0120,D0041,C00941,320,22422,9412,7115,5.24,2.98,81.68
S001372,2025-09-09,P0138,D0048,C00728,226,43217,27736,3971,1.77,1.34,83.26
S001373,2025-02-19,P0080,D0108,C00319,146,31845,49276,6849,4.48,1.78,81.31
S001374,2025-08-18,P0144,D0161,C00823,472,30361,22039,6111,2.78,3.15,85.07
S001375,2024-06-08,P0182,D0161,C00414,269,13764,22561,1717,3.6,3.18,81.4
S001376,2024-01-04,P0106,D0128,C00594,13,22164,27820,1743,2.25,2.89,92.07
S001377,2024-01-19,P0070,D0210,C00014,25,44379,21192,5798,3.34,3.37,88.89
S001378,2024-10-27,P0044,D0151,C00056,261,2143,57968,1053,8.22,2.06,85.11
S001379,2025-08-18,P0073,D0255,C00403,128,30213,41642,5525,7.58,2.97,80.25
S001380,2024-05-18,P0045,D0218,C00342,39,7703,55989,9474,4.91,0.48,82.92
S001381,2023-11-03,P0184,D0030,C00794,157,29850,49145,4347,7.83,2.42,93.33
S001382,2024-01-05,P0107,D0045,C00199,364,45125,50931,7137,9.76,2.93,84.99
S001383,2023-11-26,P0084,D0080,C00860,185,11806,52414,1008,4.06,2.11,86.66
S001384,2025-05-11,P0082,D0039,C00678,174,8094,41653,6239,9.8,0.08,81.53
S001385,2024-04-08,P0107,D0240,C00965,417,17158,38499,6699,2.46,3.51,90.97
S001386,2024-06-10,P0185,D0045,C00292,472,49987,51191,4529,9.55,2.28,96.09
S001387,2024-03-26,P0021,D0078,C00658,394,28209,48780,8754,8.64,0.78,87.07
S001388,2025-04-16,P0196,D0288,C00441,186,14763,32379,9784,1.99,4.86,82.29
S001389,2025-06-04,P0178,D0280,C00078,281,37256,25339,6066,3.5,4.71,99.08
S001390,2024-06-18,P0161,D0116,C00112,489,13217,41334,9341,7.08,0.79,90.23
S001391,2024-12-22,P0007,D0269,C00535,74,43105,36048,4634,1.92,3.54,81.79
S001392,2025-01-22,P0070,D0053,C00375,295,35872,15360,6340,5.91,2.59,89.95
S001393,2023-11-02,P0127,D0068,C00116,16,21240,31096,4589,5.35,1.45,80.9
S001394,2023-10-08,P0143,D0182,C00142,188,38887,51540,3638,2.92,3.42,81.11
S001395,2023-10-04,P0160,D0034,C00992,412,14510,57233,8558,3.01,2.24,86.37
S001396,2023-12-05,P0148,D0284,C00197,460,2808,33038,6118,5.16,4.49,93.55
S001397,2024-03-16,P0143,D0249,C00790,172,22864,57314,9850,3,3.52,94.1
S001398,2024-02-15,P0176,D0111,C00540,186,1409,41887,5417,1.8,2.54,98.03
S001399,2024-11-15,P0199,D0094,C00299,32,1645,4508,7308,7.73,2.26,82.16
S001400,2025-08-22,P0149,D0179,C00076,63,18935,3118,6668,5.82,0.16,89.28
S001401,2024-12-19,P0170,D0047,C00530,499,14926,46015,7522,4.38,0.8,89.53
S001402,2025-06-25,P0154,D0282,C00100,349,2113,51734,3639,1.81,0.23,89.22
S001403,2024-05-14,P0120,D0092,C00479,301,26811,15360,2966,5.94,0.32,96.83
S001404,2025-09-12,P0128,D0212,C00973,309,5592,58044,4378,6.29,0.34,96.23
S001405,2025-01-25,P0142,D0075,C00468,189,48159,37213,2646,4.8,0.07,90.15
S001406,2023-11-25,P0057,D0202,C00636,306,25552,58801,2217,3.73,3.96,95.57
S001407,2023-11-26,P0165,D0297,C00877,411,20744,32957,1899,8.67,2.39,81.18
S001408,2024-03-11,P0058,D0211,C00292,26,23046,32260,8414,7.05,3.75,90.64
S001409,2024-01-05,P0021,D0134,C00125,387,25454,36586,491,3.56,0.84,81.9
S001410,2023-12-14,P0082,D0066,C00519,346,16829,28907,3398,5.93,4.21,97.34
S001411,2025-06-14,P0069,D0280,C00023,39,43372,50828,4653,2.34,0.47,90.06
S001412,2024-06-22,P0131,D0028,C00162,193,43693,44102,3243,0.11,1.61,80.35
S001413,2024-12-13,P0087,D0117,C00629,163,24084,10605,2659,8.69,1.85,90.99
S001414,2023-10-16,P0165,D0114,C00506,53,37398,7363,6172,8.19,1.18,94.76
S001415,2024-03-19,P0049,D0075,C00882,475,32683,26481,1195,6.39,0.69,82.7
S001416,2025-04-10,P0147,D0202,C00864,174,33477,39155,5994,8.11,3.14,85.66
S001417,2023-11-01,P0115,D0059,C00021,196,4869,47573,4241,7.81,0.04,88.97
S001418,2024-02-11,P0089,D0015,C00764,211,6200,23133,4788,8.6,3.96,88.29
S001419,2025-01-16,P0085,D0231,C00838,278,44451,47145,9064,8.92,0.21,90.06
S001420,2025-05-04,P0128,D0105,C00464,188,3039,23720,4677,8.19,4.82,80.33
S001421,2025-09-07,P0140,D0165,C00483,390,14079,28967,5628,8.52,4.34,94.76
S001422,2024-09-05,P0189,D0199,C00502,308,24838,49674,1298,5.02,2.07,86.31
S001423,2023-12-19,P0169,D0035,C00943,457,35075,13183,9742,7.08,0.71,94.04
S001424,2023-11-02,P0161,D0162,C00309,331,7634,11414,4850,3.33,4.35,97.1
S001425,2024-08-04,P0178,D0245,C00596,214,2724,1111,7971,8.61,3.22,93.75
S001426,2024-02-29,P0117,D0287,C00874,495,23054,4379,5890,8.59,2.52,93.44
S001427,2024-02-28,P0196,D0019,C00553,329,38458,54025,3138,0.66,1.6,91.58
S001428,2025-06-25,P0127,D0280,C00203,29,3455,57659,6930,3.47,2.81,80.02
S001429,2024-03-12,P0071,D0182,C00416,171,48430,4151,9455,1.71,2.08,98.08
S001430,2024-01-07,P0086,D0147,C00640,122,8092,41413,8355,1.36,2.33,96.67
S001431,2024-01-15,P0033,D0176,C00142,458,27612,55758,149,4.15,4.23,83.89
S001432,2023-10-10,P0081,D0163,C00856,418,41456,52096,6279,6.26,4.76,83.61
S001433,2023-10-28,P0152,D0175,C00615,159,43773,52652,1774,3.44,4.81,80.74
