Product ID,Product Name,Product Category,Brand,Unit Price,Cost,Warranty Period (Months),SKU
P02856,Speaker,Electronics,Canon,129009.86,78328.53,60,SKU854583
P02857,Smartphone,Electronics,HP,81675.82,85721.26,24,SKU281273
P02858,Speaker,Electronics,LG,76035.31,102031.13,36,SKU879456
P02859,LED TV,Electronics,HP,107649.07,73675.71,12,SKU370434
P02860,Printer,Electronics,Apple,70384.13,44647.79,60,SKU484323
P02861,Laptop,Electronics,HP,1157.08,87863.22,12,SKU929843
P02862,Tablet,Electronics,Bose,52346.11,107981.75,36,SKU770228
P02863,Printer,Electronics,HP,4284.14,111806.22,24,SKU183714
P02864,Speaker,Electronics,Sony,39240.1,12521.44,12,SKU433801
P02865,Tablet,Electronics,Lenovo,44044.19,91986.23,60,SKU708630
P02866,Laptop,Electronics,Lenovo,3121.61,41548.32,12,SKU182370
P02867,Smartwatch,Electronics,Samsung,95742.69,64719.61,60,SKU213475
P02868,Smartphone,Electronics,HP,136435.58,25096.9,36,SKU572027
P02869,Speaker,Electronics,Sony,105872.13,111544.22,24,SKU871176
P02870,Laptop,Electronics,Lenovo,78445.87,57709.25,36,SKU150527
P02871,Monitor,Electronics,Bose,112947.85,59343.98,36,SKU133255
P02872,Smartphone,Electronics,Bose,131592.61,86218.8,12,SKU380126
P02873,Monitor,Electronics,Sony,39690.91,32301.36,24,SKU745381
P02874,LED TV,Electronics,HP,76754,56403.76,24,SKU199442
P02875,Camera,Electronics,Apple,91700.08,112181.48,48,SKU755401
P02876,Smartphone,Electronics,Canon,65320.72,18314.31,12,SKU311977
P02877,Camera,Electronics,Bose,108679.89,106807.71,60,SKU431526
P02878,Smartphone,Electronics,Dell,87579.44,68769.11,24,SKU522603
P02879,Smartphone,Electronics,Dell,17030.07,5262.18,12,SKU625869
P02880,Printer,Electronics,HP,136051.87,13788.23,36,SKU531188
P02881,Speaker,Electronics,HP,27350.64,36889.23,12,SKU457871
P02882,LED TV,Electronics,Apple,118687.4,74112.68,12,SKU601832
P02883,Camera,Electronics,Apple,88239.66,110372.53,60,SKU223065
P02884,Smartwatch,Electronics,HP,29188,31017.8,36,SKU918060
P02885,Monitor,Electronics,Canon,121504.35,26866.01,12,SKU377539
P02886,Camera,Electronics,Panasonic,46854.16,11041.96,12,SKU136134
P02887,Laptop,Electronics,HP,85563.38,99669.91,36,SKU897642
P02888,Headphones,Electronics,Panasonic,101739.37,76132.41,24,SKU893648
P02889,Laptop,Electronics,Dell,120228.73,74555.95,12,SKU766369
P02890,Printer,Electronics,Samsung,143807.12,50166.52,60,SKU474281
P02891,Printer,Electronics,Sony,114783.06,65583.66,12,SKU714421
P02892,Headphones,Electronics,Panasonic,97952.23,98679.09,12,SKU702494
P02893,Smartwatch,Electronics,Dell,510.31,81152.63,12,SKU147588
P02894,Smartwatch,Electronics,LG,146674.09,72286.05,60,SKU333366
P02895,Speaker,Electronics,HP,71808.69,32859.05,36,SKU191195
P02896,Camera,Electronics,LG,41470.01,25769.49,48,SKU364206
P02897,Headphones,Electronics,Sony,115113.17,15921.1,36,SKU213155
P02898,Headphones,Electronics,Samsung,117674.58,87608.54,24,SKU183991
P02899,Smartwatch,Electronics,HP,22563.57,73081.93,60,SKU234405
P02900,Laptop,Electronics,Canon,78317.39,65493.49,12,SKU862855
P02901,Camera,Electronics,Lenovo,21503.55,20154.22,60,SKU487846
P02902,Tablet,Electronics,Apple,96748.68,104448.6,60,SKU756485
P02903,LED TV,Electronics,LG,13443.28,83262.16,12,SKU831837
P02904,Monitor,Electronics,Bose,24393.88,50141.35,24,SKU900471
P02905,Speaker,Electronics,Panasonic,87470.92,118377.1,48,SKU192122
P02906,Camera,Electronics,Dell,113480.52,115706.3,48,SKU356871
P02907,Laptop,Electronics,Canon,133784.39,75729.04,24,SKU892347
P02908,Monitor,Electronics,Canon,138487.18,34925.49,24,SKU427441
P02909,Laptop,Electronics,Dell,57146.76,116593.38,24,SKU199352
P02910,LED TV,Electronics,Bose,119550.46,20915.09,36,SKU193187
P02911,Printer,Electronics,Lenovo,134995.17,37789.66,36,SKU103868
P02912,Printer,Electronics,LG,55014.41,82211.72,12,SKU501082
P02913,Tablet,Electronics,Samsung,114227.31,113847.12,24,SKU394311
P02914,Speaker,Electronics,Panasonic,27259.45,62717.01,24,SKU742702
P02915,Laptop,Electronics,HP,119457.74,48758.3,24,SKU794142
P02916,Smartphone,Electronics,Panasonic,97495.76,4380.99,48,SKU794293
P02917,Speaker,Electronics,Sony,140023.28,32397.26,36,SKU785764
P02918,Camera,Electronics,Canon,113575.8,28697.4,24,SKU167906
P02919,LED TV,Electronics,LG,60661.17,16714.55,48,SKU316391
P02920,Monitor,Electronics,HP,95000.32,97050.3,60,SKU233966
P02921,Laptop,Electronics,Canon,120203.69,61584.33,48,SKU653210
P02922,Camera,Electronics,Dell,64546.16,17664.57,48,SKU429586
P02923,Printer,Electronics,HP,70938.68,86068.75,48,SKU987863
P02924,Printer,Electronics,Samsung,39898.13,2288.81,12,SKU713724
P02925,Headphones,Electronics,Apple,68203.94,59189.05,48,SKU504956
P02926,Smartwatch,Electronics,Bose,110455.51,60918.58,60,SKU991048
P02927,LED TV,Electronics,Sony,107432.78,104478.03,48,SKU923919
P02928,Laptop,Electronics,Dell,101735.7,14093,48,SKU428507
P02929,Headphones,Electronics,LG,26852.92,112166.59,12,SKU729858
P02930,LED TV,Electronics,Sony,17743.75,68135.3,12,SKU417750
P02931,Monitor,Electronics,LG,39908.14,45145.8,60,SKU610671
P02932,LED TV,Electronics,Sony,77794.19,64399.64,36,SKU130026
P02933,Smartwatch,Electronics,Sony,28493.86,80158.28,48,SKU454899
P02934,Headphones,Electronics,LG,108232.23,46884.23,24,SKU856755
P02935,Speaker,Electronics,Lenovo,143354.05,105665.76,48,SKU661234
P02936,LED TV,Electronics,Sony,1281.98,8894.67,12,SKU999695
P02937,Laptop,Electronics,HP,125526.22,112515.67,12,SKU358691
P02938,Printer,Electronics,Sony,104237.56,87772.73,36,SKU208577
P02939,LED TV,Electronics,LG,88756.51,75096.87,12,SKU624129
P02940,Camera,Electronics,HP,6576.81,38399.57,60,SKU220595
P02941,Printer,Electronics,HP,111938.47,88660.19,60,SKU742222
P02942,Speaker,Electronics,Sony,46891.2,77641.83,48,SKU968758
P02943,Smartwatch,Electronics,LG,79042.64,33447.51,24,SKU498496
P02944,Smartphone,Electronics,Panasonic,24384.91,51862.31,36,SKU804624
P02945,Smartphone,Electronics,LG,24304.1,1124.1,36,SKU521821
P02946,Laptop,Electronics,Panasonic,29343.11,22872.75,36,SKU914563
P02947,Laptop,Electronics,LG,23235.53,57179.17,12,SKU677919
P02948,Headphones,Electronics,Sony,85483.08,27294.08,24,SKU445529
P02949,LED TV,Electronics,Apple,88616.6,113320.98,48,SKU673971
P02950,Smartphone,Electronics,Canon,47502.86,116947.42,36,SKU924879
P02951,Tablet,Electronics,Apple,101175.96,15586.75,48,SKU347462
P02952,Printer,Electronics,Apple,117208.97,87906.71,24,SKU939461
P02953,LED TV,Electronics,Canon,33911.5,6482.52,48,SKU413784
P02954,Speaker,Electronics,Apple,103700.92,26343.44,36,SKU826157
P02955,Camera,Electronics,Canon,42996.4,58081.18,12,SKU818328
P02956,Smartphone,Electronics,Canon,148387.08,4619.92,12,SKU595286
P02957,LED TV,Electronics,Panasonic,25139.61,106328.95,24,SKU140797
P02958,LED TV,Electronics,LG,125901.74,81905.89,12,SKU319777
P02959,Tablet,Electronics,Samsung,94895.47,3392.03,12,SKU132357
P02960,Speaker,Electronics,Panasonic,104110.31,17607.02,12,SKU306181
P02961,LED TV,Electronics,Samsung,40119.92,40058.26,24,SKU497995
P02962,Camera,Electronics,Apple,73311.66,26950.38,36,SKU493895
P02963,Smartphone,Electronics,Lenovo,51084.03,119615.99,36,SKU196954
P02964,Camera,Electronics,Dell,105368.98,10398.24,60,SKU621609
P02965,Smartwatch,Electronics,Samsung,52794.25,34265.47,48,SKU873800
P02966,Speaker,Electronics,Dell,15842.58,34783.89,36,SKU937628
P02967,Smartwatch,Electronics,Samsung,114550.88,18218.05,48,SKU549316
P02968,LED TV,Electronics,Canon,82955.51,35383.12,36,SKU572792
P02969,Laptop,Electronics,Dell,59380.47,77828.1,24,SKU748657
P02970,Monitor,Electronics,Panasonic,78139.01,90276.25,12,SKU118274
P02971,LED TV,Electronics,LG,68282.19,109913.48,48,SKU461786
P02972,Laptop,Electronics,Canon,118595.43,5323.76,12,SKU770325
P02973,Camera,Electronics,Panasonic,11227.13,107440.21,60,SKU550172
P02974,Monitor,Electronics,Apple,140810.37,106014.99,36,SKU630188
P02975,Speaker,Electronics,Samsung,100870.7,1895.76,48,SKU479712
P02976,Camera,Electronics,LG,140842.65,103337.85,24,SKU807616
P02977,Printer,Electronics,Panasonic,101660.92,44250.39,12,SKU366435
P02978,Laptop,Electronics,Apple,74011.08,116216.27,36,SKU886806
P02979,Monitor,Electronics,Dell,27354.74,33272.72,36,SKU794040
P02980,Camera,Electronics,Bose,142683.15,39169,36,SKU456641
P02981,Headphones,Electronics,Samsung,122243.4,64685.41,48,SKU764307
P02982,Headphones,Electronics,Lenovo,16083.9,106720.58,36,SKU230482
P02983,Camera,Electronics,Samsung,47881.63,114367.59,36,SKU707696
P02984,Monitor,Electronics,Apple,17532.75,51054.72,36,SKU974687
P02985,Speaker,Electronics,Apple,69982.65,52917.92,60,SKU695069
P02986,Tablet,Electronics,LG,12779.47,104366.65,48,SKU721526
P02987,Printer,Electronics,LG,123952.71,16550.62,12,SKU304802
P02988,Printer,Electronics,Lenovo,116282.44,30607.53,60,SKU348471
P02989,Camera,Electronics,Bose,64416.26,41919.58,48,SKU323009
P02990,Monitor,Electronics,Lenovo,62905.97,41342.21,36,SKU775505
P02991,Monitor,Electronics,HP,71751.97,34059.48,48,SKU991383
P02992,Smartphone,Electronics,Apple,108082.52,105446.78,12,SKU340553
P02993,LED TV,Electronics,Lenovo,23833.16,92340.33,48,SKU520692
P02994,Monitor,Electronics,LG,145650.78,67135.51,24,SKU605100
P02995,Printer,Electronics,LG,33185.97,96102.5,60,SKU859699
P02996,Monitor,Electronics,Dell,39119.18,73758.61,24,SKU236497
P02997,Tablet,Electronics,Samsung,127538.47,531.43,48,SKU415001
P02998,LED TV,Electronics,LG,88573.45,112736.47,36,SKU196386
P02999,Smartwatch,Electronics,Dell,117904.26,68331.49,24,SKU327790
P03000,Speaker,Electronics,Sony,97909.22,78711.57,48,SKU360088
P03001,Monitor,Electronics,Dell,54274.57,41082.42,60,SKU316186
P03002,Printer,Electronics,Canon,34590.83,94422.54,24,SKU741790
P03003,Printer,Electronics,Lenovo,79483.11,12521.46,24,SKU941242
P03004,Speaker,Electronics,Apple,99371.26,104017.06,48,SKU615706
P03005,Smartwatch,Electronics,LG,60860.09,55882.89,48,SKU300893
P03006,Camera,Electronics,HP,107901.25,47469.32,60,SKU530817
P03007,LED TV,Electronics,Bose,116331.28,66280.71,36,SKU455667
P03008,Headphones,Electronics,Dell,53407.84,73661.41,24,SKU238256
P03009,Monitor,Electronics,Sony,92183.47,6592,24,SKU754046
P03010,LED TV,Electronics,Dell,42245.83,46298.8,12,SKU486383
P03011,Smartwatch,Electronics,Bose,55637.62,63632.85,12,SKU399443
P03012,Tablet,Electronics,Apple,90073.71,50976.4,60,SKU895801
P03013,Monitor,Electronics,Lenovo,9280.63,71076.39,12,SKU975592
P03014,Tablet,Electronics,HP,47465.91,85683.33,24,SKU189815
P03015,Smartwatch,Electronics,HP,58707.63,8759.45,48,SKU381914
P03016,LED TV,Electronics,Dell,22000.69,54890.3,24,SKU121248
P03017,Monitor,Electronics,Apple,82364.51,34745.15,36,SKU181330
P03018,Smartwatch,Electronics,Canon,137997.89,83406.11,12,SKU565514
P03019,Laptop,Electronics,Lenovo,6074.41,18964.03,12,SKU292176
P03020,Speaker,Electronics,Sony,77825.82,92193.6,12,SKU832343
P03021,Smartwatch,Electronics,Canon,26139.94,117145.62,60,SKU707349
P03022,Headphones,Electronics,Bose,87821.82,47338.8,60,SKU117362
P03023,Headphones,Electronics,Dell,141009.39,52209.71,60,SKU875611
P03024,Laptop,Electronics,Panasonic,87888.38,58510.64,60,SKU747631
P03025,Printer,Electronics,Samsung,112165.15,4832.38,60,SKU861385
P03026,Camera,Electronics,Bose,83156.33,47770.62,12,SKU544556
P03027,Headphones,Electronics,Dell,139434.69,100291.18,36,SKU787050
P03028,Tablet,Electronics,Lenovo,16280.83,81248.32,48,SKU940106
P03029,Smartwatch,Electronics,Dell,143987.16,71243.17,24,SKU657901
P03030,Laptop,Electronics,Dell,126766.31,87377.29,60,SKU928143
P03031,Smartwatch,Electronics,Samsung,35673.5,100698.71,36,SKU735518
P03032,Laptop,Electronics,Panasonic,45548.64,9425.9,12,SKU214576
P03033,Camera,Electronics,Canon,47803.4,47166.9,60,SKU998909
P03034,Smartwatch,Electronics,HP,39247.49,55921.88,48,SKU862552
P03035,Camera,Electronics,Dell,28974.06,12295.12,24,SKU299222
P03036,LED TV,Electronics,HP,16114.39,111168.12,24,SKU185446
P03037,Smartwatch,Electronics,Bose,13567.04,105477.87,36,SKU352395
P03038,LED TV,Electronics,Lenovo,13738.02,115003.21,24,SKU953427
P03039,LED TV,Electronics,HP,107910.08,17545.26,12,SKU650571
P03040,Laptop,Electronics,Sony,35158.03,56092.47,60,SKU406405
P03041,Headphones,Electronics,Canon,51322.97,111926.24,36,SKU828708
P03042,Tablet,Electronics,LG,108362.1,4509.62,48,SKU750840
P03043,Smartphone,Electronics,HP,58571.54,62600.53,24,SKU459730
P03044,Speaker,Electronics,Lenovo,87104.86,73781.24,12,SKU380644
P03045,Laptop,Electronics,Panasonic,57336.04,65634.37,48,SKU886424
P03046,Smartphone,Electronics,Canon,74703.94,91126.73,60,SKU560105
P03047,Printer,Electronics,Canon,30094.64,61176.26,12,SKU335925
P03048,Headphones,Electronics,Sony,74362.12,86204.95,36,SKU304302
P03049,Camera,Electronics,Samsung,126277.37,52361.33,36,SKU674755
P03050,Printer,Electronics,HP,33564.38,74755.58,48,SKU806392
P03051,LED TV,Electronics,LG,20444.27,116498.83,36,SKU576033
P03052,Tablet,Electronics,Apple,81638.97,57943.38,36,SKU754099
P03053,Speaker,Electronics,Panasonic,105108.57,18182.35,36,SKU286008
P03054,Monitor,Electronics,Samsung,10699.22,98660.14,36,SKU553663
P03055,Smartwatch,Electronics,Lenovo,66400.14,26848.59,12,SKU883469
P03056,Speaker,Electronics,Bose,13264.84,102847.31,12,SKU406196
P03057,Printer,Electronics,Bose,109095.28,102604.6,24,SKU581685
P03058,Speaker,Electronics,Apple,79443,68853.55,60,SKU720483
P03059,Smartphone,Electronics,LG,83177.46,30581.05,24,SKU612085
P03060,Headphones,Electronics,HP,127156.17,8641.72,60,SKU906586
P03061,Tablet,Electronics,Dell,145819.09,46909.04,48,SKU493532
P03062,Smartwatch,Electronics,Apple,66844.17,84268.5,36,SKU372989
P03063,LED TV,Electronics,Dell,71352.42,27017.32,48,SKU102487
P03064,Speaker,Electronics,Sony,71468.33,99270.87,48,SKU659348
P03065,Smartphone,Electronics,Bose,38743.07,73664.76,24,SKU442534
P03066,Camera,Electronics,Dell,110045.39,24797.42,36,SKU546275
P03067,Smartphone,Electronics,Dell,52987.7,110640.64,12,SKU636980
P03068,Smartwatch,Electronics,Canon,100884.99,51170.83,12,SKU240736
P03069,Printer,Electronics,Apple,2989.6,4925.25,48,SKU838616
P03070,Smartwatch,Electronics,Dell,129730.93,50768.1,12,SKU939955
P03071,LED TV,Electronics,Bose,77664.44,47516.57,24,SKU489329
P03072,Smartwatch,Electronics,Apple,132394.55,70884.42,12,SKU392753
P03073,Monitor,Electronics,Sony,114050.06,76812.82,24,SKU341854
P03074,Smartphone,Electronics,Canon,64402.2,36398.41,24,SKU671419
P03075,LED TV,Electronics,Sony,132703.46,119348.42,24,SKU126689
P03076,Monitor,Electronics,Canon,47153.16,87323.44,60,SKU616767
P03077,Monitor,Electronics,Panasonic,143956.99,110163.19,24,SKU525696
P03078,Tablet,Electronics,Lenovo,50146.99,105150.01,12,SKU326307
P03079,LED TV,Electronics,Sony,928.32,87319.84,24,SKU996018
P03080,Tablet,Electronics,Dell,134109.83,88706.26,36,SKU202785
P03081,Speaker,Electronics,Samsung,54146.65,35047.47,60,SKU472197
P03082,Smartphone,Electronics,Panasonic,133327.46,67489.14,48,SKU576502
P03083,LED TV,Electronics,Lenovo,28932.79,101754.11,24,SKU885160
P03084,Speaker,Electronics,Lenovo,64731.69,83926.19,36,SKU690705
P03085,Camera,Electronics,Bose,35306.98,16843.88,48,SKU428816
P03086,Laptop,Electronics,Canon,47811.17,58984.8,24,SKU150210
P03087,Smartwatch,Electronics,HP,27576.13,87549.84,12,SKU843614
P03088,LED TV,Electronics,Apple,117366.02,99516.19,48,SKU910408
P03089,Camera,Electronics,Sony,93362.41,44704.18,12,SKU419102
P03090,LED TV,Electronics,Sony,58622.54,47552.12,24,SKU366991
P03091,Monitor,Electronics,Bose,140816.73,80048.89,48,SKU767153
P03092,LED TV,Electronics,Samsung,120886.99,82282.4,24,SKU691556
P03093,Smartphone,Electronics,HP,26373.12,8944.82,24,SKU956385
P03094,Speaker,Electronics,Apple,140666.33,50480.79,48,SKU420325
P03095,Tablet,Electronics,Samsung,16042.95,91617.96,36,SKU732379
P03096,Smartphone,Electronics,Canon,102922.21,8816,48,SKU904543
P03097,Printer,Electronics,Apple,34334.03,94106.84,12,SKU596586
P03098,Headphones,Electronics,Sony,105437.76,79855.82,48,SKU976310
P03099,Speaker,Electronics,Sony,50185.26,43266.83,48,SKU440633
P03100,Smartphone,Electronics,LG,79174.47,116832.53,12,SKU503235
P03101,Speaker,Electronics,Sony,41306.69,92901.58,60,SKU588679
P03102,Camera,Electronics,Sony,58220.77,75948.01,60,SKU837559
P03103,Laptop,Electronics,Apple,103026.58,2763.44,24,SKU878963
P03104,Smartwatch,Electronics,Sony,87985.47,101274.8,36,SKU864600
P03105,Speaker,Electronics,Bose,24796.57,12704.58,60,SKU837120
P03106,Smartphone,Electronics,Bose,111282.12,5850,36,SKU634770
P03107,Smartwatch,Electronics,Sony,117011.28,364.26,60,SKU997809
P03108,Speaker,Electronics,Canon,55130.45,108788.08,60,SKU935908
P03109,Tablet,Electronics,Panasonic,8903.14,11657.15,60,SKU567295
P03110,Printer,Electronics,Dell,78992.38,40430.56,12,SKU688979
P03111,Speaker,Electronics,Bose,137473.51,20957.6,48,SKU576207
P03112,LED TV,Electronics,Samsung,147182.48,54556.75,48,SKU693127
P03113,LED TV,Electronics,Dell,112282.2,34626.18,36,SKU422393
P03114,Speaker,Electronics,Panasonic,123386.5,110629.35,24,SKU801365
P03115,Printer,Electronics,Samsung,115443.63,119492.18,48,SKU881978
P03116,Camera,Electronics,Samsung,60747.9,27814.21,24,SKU786602
P03117,Camera,Electronics,Apple,8223.91,111870.47,36,SKU161332
P03118,Camera,Electronics,Canon,74441.64,96222.85,36,SKU332759
P03119,Smartwatch,Electronics,Sony,76427.33,108872.9,24,SKU973847
P03120,Smartwatch,Electronics,Bose,66596.25,47879.88,48,SKU351619
P03121,Smartphone,Electronics,Panasonic,13289.14,32176.16,24,SKU963384
P03122,Smartphone,Electronics,LG,97480.75,31490.1,48,SKU921044
P03123,LED TV,Electronics,Dell,60040.88,113510.41,60,SKU275767
P03124,Monitor,Electronics,Dell,78496.45,58730.69,24,SKU886951
P03125,Speaker,Electronics,Lenovo,113898.64,27149.15,48,SKU379846
P03126,Speaker,Electronics,Canon,62612.41,37808.87,60,SKU785764
P03127,Speaker,Electronics,Canon,128892.95,8655.59,12,SKU228471
P03128,Smartphone,Electronics,Apple,94656.54,107964.82,48,SKU738871
P03129,Headphones,Electronics,Canon,32497.57,73418.57,48,SKU171935
P03130,Smartphone,Electronics,Bose,106296.64,95527.99,12,SKU345292
P03131,Camera,Electronics,Canon,15043.97,52381.11,48,SKU376010
P03132,Smartphone,Electronics,Panasonic,56061.09,8955.02,12,SKU372940
P03133,Monitor,Electronics,HP,83676.68,96303.34,36,SKU409370
P03134,Camera,Electronics,Dell,114216.27,78827.5,60,SKU922488
P03135,Laptop,Electronics,HP,16351.17,78943.53,36,SKU258914
P03136,Laptop,Electronics,Canon,38896.92,50556.64,36,SKU723569
P03137,Smartphone,Electronics,Sony,87291.21,46417.59,24,SKU799839
P03138,Smartwatch,Electronics,Bose,62606.38,38079.45,48,SKU438210
P03139,Laptop,Electronics,Lenovo,120352,119080.45,48,SKU698457
P03140,LED TV,Electronics,Samsung,51167.46,80537.07,12,SKU892472
P03141,Tablet,Electronics,Samsung,19749.15,63965.25,36,SKU526347
P03142,Printer,Electronics,HP,137433.73,13158.91,36,SKU664438
P03143,Headphones,Electronics,Apple,35961.01,70478.16,36,SKU397877
P03144,LED TV,Electronics,Samsung,133007.36,49220.57,36,SKU832539
P03145,LED TV,Electronics,Apple,76422.72,90513.7,24,SKU588295
P03146,Tablet,Electronics,Apple,68433.34,93133.76,24,SKU232647
P03147,Camera,Electronics,Panasonic,76478,73976.35,24,SKU769022
P03148,Monitor,Electronics,Sony,146590.1,31206.97,48,SKU513895
P03149,Speaker,Electronics,Samsung,46463.01,58938.97,48,SKU595631
P03150,Speaker,Electronics,Bose,14387.74,18994.61,24,SKU778795
P03151,Headphones,Electronics,Dell,104655.36,50291.31,36,SKU866372
P03152,Camera,Electronics,Samsung,140650.7,15136.03,60,SKU424356
P03153,LED TV,Electronics,Lenovo,109483.19,2801.4,60,SKU984899
P03154,Tablet,Electronics,HP,68661.36,72006.66,24,SKU348197
P03155,LED TV,Electronics,Canon,61067.65,3754.51,12,SKU751111
P03156,Speaker,Electronics,Sony,33756.61,56919.04,48,SKU597808
P03157,Smartwatch,Electronics,LG,24372.08,84331.51,48,SKU973492
P03158,LED TV,Electronics,Lenovo,18129.84,63631.31,36,SKU923662
P03159,LED TV,Electronics,Bose,141590.97,42201.21,24,SKU666800
P03160,Laptop,Electronics,Lenovo,84978.84,64235.43,48,SKU650392
P03161,Headphones,Electronics,Apple,84462.67,49025.2,24,SKU208942
P03162,Smartphone,Electronics,Bose,142419.85,85930.46,36,SKU823536
P03163,Speaker,Electronics,Dell,50145.34,49612.05,12,SKU537333
P03164,Speaker,Electronics,Sony,62913.04,76847.05,12,SKU834339
P03165,Speaker,Electronics,Bose,30394.05,26322.22,60,SKU299939
P03166,Camera,Electronics,Samsung,28664.47,58030.76,36,SKU996939
P03167,Smartwatch,Electronics,Sony,48463,30405.36,48,SKU980199
P03168,Camera,Electronics,Bose,146942.54,109790.98,60,SKU292852
P03169,Speaker,Electronics,Bose,109508.04,56980.95,60,SKU240142
P03170,Monitor,Electronics,Lenovo,62639.09,108699.8,60,SKU308679
P03171,LED TV,Electronics,Samsung,92981.29,46585.3,24,SKU900812
P03172,Headphones,Electronics,Sony,144094.35,103384.99,48,SKU663998
P03173,Tablet,Electronics,Sony,96531.22,33826.63,36,SKU198459
P03174,Laptop,Electronics,Lenovo,10518.88,8348.05,12,SKU952709
P03175,LED TV,Electronics,Sony,63626.1,76653.3,60,SKU131915
P03176,Camera,Electronics,Dell,71566.62,4278.42,60,SKU268253
P03177,Tablet,Electronics,Canon,10875.65,3226.97,24,SKU181022
P03178,Monitor,Electronics,Dell,67742.52,67913.28,24,SKU830803
P03179,LED TV,Electronics,Dell,120259.46,82391.43,36,SKU910085
P03180,Smartwatch,Electronics,Lenovo,124194.32,73000.98,36,SKU292161
P03181,Smartphone,Electronics,HP,135312.62,24092.95,24,SKU681298
P03182,Headphones,Electronics,HP,81474.33,78138.99,24,SKU113416
P03183,Tablet,Electronics,LG,4495.84,71274.02,36,SKU517723
P03184,LED TV,Electronics,Dell,52144.57,105036.66,24,SKU410662
P03185,Tablet,Electronics,Samsung,2849.65,32153.16,36,SKU297309
P03186,Laptop,Electronics,Apple,54394.43,28356.69,12,SKU402716
P03187,Tablet,Electronics,Sony,26558.61,27587.66,12,SKU478024
P03188,LED TV,Electronics,Bose,140058.53,36742.38,12,SKU756398
P03189,Camera,Electronics,LG,81494.59,25520.47,12,SKU330173
P03190,Smartwatch,Electronics,Sony,80678.24,63062.99,36,SKU731158
P03191,Laptop,Electronics,Apple,67949.6,14958.26,60,SKU810353
P03192,Headphones,Electronics,Sony,148370.47,107340.78,60,SKU215388
P03193,Speaker,Electronics,Dell,67808.03,26567.51,36,SKU964428
P03194,Printer,Electronics,HP,64910,48813.11,12,SKU759848
P03195,Speaker,Electronics,Panasonic,50578.46,93660.66,24,SKU400666
P03196,Laptop,Electronics,Panasonic,3910.83,19761.87,36,SKU752199
P03197,Monitor,Electronics,Sony,140839.6,78994.46,36,SKU803464
P03198,Speaker,Electronics,Dell,134427.68,43905.63,12,SKU793541
P03199,Tablet,Electronics,Dell,25258.2,38293.32,24,SKU227469
P03200,Printer,Electronics,Bose,130152.44,30076.15,36,SKU136613
P03201,Speaker,Electronics,Lenovo,88040.15,89846.67,12,SKU583260
P03202,Headphones,Electronics,Lenovo,89220.53,106466.88,48,SKU315602
P03203,Smartphone,Electronics,HP,60193.27,56008.17,36,SKU248499
P03204,Printer,Electronics,Lenovo,138587.44,6079.04,36,SKU578895
P03205,Smartwatch,Electronics,Panasonic,37230.57,72038.18,48,SKU560526
P03206,Smartwatch,Electronics,Samsung,76936.75,77895.87,12,SKU118431
P03207,Laptop,Electronics,Canon,95649.05,19259.79,12,SKU774588
P03208,Tablet,Electronics,Lenovo,75676.3,23216.34,60,SKU377837
P03209,Smartphone,Electronics,Panasonic,42838.79,78485.92,36,SKU276634
P03210,Speaker,Electronics,Samsung,12282.65,81301.4,36,SKU944596
P03211,Laptop,Electronics,LG,147003.12,19783.05,48,SKU469476
P03212,Tablet,Electronics,Panasonic,111892.91,74752.9,12,SKU979998
P03213,Headphones,Electronics,Canon,89762.25,42598.79,12,SKU389263
P03214,Tablet,Electronics,LG,16514.19,80255.57,24,SKU760283
P03215,Tablet,Electronics,Samsung,18780.4,33237.45,48,SKU749435
P03216,Smartphone,Electronics,Bose,95472.27,104816.15,24,SKU641447
P03217,Camera,Electronics,LG,125336.43,62654.73,12,SKU526537
P03218,Headphones,Electronics,Canon,56663.13,70877.13,36,SKU960627
P03219,Camera,Electronics,Lenovo,106009.57,15496.36,48,SKU174271
P03220,Monitor,Electronics,Bose,43196.45,59791.54,48,SKU613894
P03221,Laptop,Electronics,HP,90947.14,76034.61,24,SKU567104
P03222,Tablet,Electronics,Panasonic,14781.28,112202.43,12,SKU552056
P03223,Laptop,Electronics,Dell,145590.23,103579.24,48,SKU995993
P03224,Smartphone,Electronics,Panasonic,45998.77,71845.03,24,SKU561861
P03225,Monitor,Electronics,Bose,112881.55,88736.15,60,SKU114406
P03226,Headphones,Electronics,LG,3566.91,97724.31,60,SKU248617
P03227,Smartwatch,Electronics,Canon,42589.82,11052.98,12,SKU703138
P03228,Smartphone,Electronics,Samsung,77269.74,44807.53,36,SKU129921
P03229,LED TV,Electronics,Apple,118361.49,61798.73,24,SKU668519
P03230,Smartphone,Electronics,Samsung,108499.73,18025.54,24,SKU711234
P03231,Laptop,Electronics,HP,131793.3,30950.83,24,SKU932649
P03232,Smartphone,Electronics,Samsung,75772.82,66815.44,48,SKU846040
P03233,Printer,Electronics,Apple,48271.59,103431.41,24,SKU130257
P03234,Smartwatch,Electronics,LG,110847.26,7727.48,60,SKU310703
P03235,Camera,Electronics,Lenovo,146684.43,77692.53,60,SKU184833
P03236,Camera,Electronics,HP,40857.01,21124.23,36,SKU597602
P03237,Printer,Electronics,Sony,117600.1,90047.55,48,SKU281795
P03238,Headphones,Electronics,Bose,86504.92,66626.25,48,SKU885498
P03239,Headphones,Electronics,Apple,125783.43,70494.49,36,SKU664499
